 Year,Month,PHX_MeanMax,PHXMeanMin,NYC_MeanMax, NYC_MeanMin,LAX_MeanMax, LAX_MeanMin
2012,9,99.2,78.1,75.9,61.7,86.7,65.9
2012,10,91.3,66.4,63.7,52.4,81.1,61.2
2012,11,81.2,55.6,49.7,38,73,53.6
2012,12,66.8,46.6,46.3,36.6,64.3,49
2013,1,64.9,42.3,40.8,29.3,68.1,45.3
2013,2,68.3,46,39.4,28.5,68,46.8
2013,3,82.9,56.1,46.3,34,71.5,52.4
2013,4,88.4,62.3,61.3,44.7,72.4,55.5
2013,5,96,71.9,71.2,54.4,76.5,60.2
2013,6,108.4,81.2,80.3,65,78,62.6
2013,7,105.7,85.7,86.3,73.4,80.8,64
2013,8,105.3,84.1,81.5,67.6,81.8,63.2
2013,9,99.5,77.9,76.3,59.4,83.6,63.5
2013,10,87.1,61.9,66.9,53.5,77.2,57.1
2013,11,77.4,55.9,52.1,38.4,74.5,54.3
2013,12,67.6,45,44.5,32.6,70.8,46.9
2014,1,73.1,46.7,35.4,21.8,74.4,50.1
2014,2,76.8,52,37.5,25.8,70.5,52
2014,3,81.3,56.7,45.5,29.8,72.5,54.9
2014,4,87.4,62.3,61.2,43.4,74.6,55.3
2014,5,95.5,70.8,72.5,55.5,80,60.9
2014,6,106.2,80.1,80.4,64.5,76.7,61.2
2014,7,107.1,85.9,83.5,68.8,84.1,66.4
2014,8,102.3,80.8,82.5,66.6,84.8,65.8
2014,9,99.2,78.8,77.3,62.2,86.1,66.9
2014,10,91.8,68.2,65.9,53.4,82.9,62.8
2014,11,78.3,53.9,51.6,39,76.6,55.5
2014,12,67.2,48.3,45.1,35.9,67.5,50.7
2015,1,69.2,48,36.1,23.6,72.7,51.2
2015,2,77.5,53.8,32.1,15.8,74.3,54
2015,3,84.7,59.6,45.3,30.9,79.1,57.4
2015,4,86.8,61.7,62.6,45.9,75.7,56
2015,5,90.1,67.4,78.4,58.6,71.5,56.8
2015,6,105.9,82.1,78.5,63.9,79.1,62
2015,7,105.1,84.2,85.9,71.7,81.6,65.6
2015,8,107.7,85.6,86.9,71,86.4,67.7
2015,9,100.3,79.4,82.6,66.3,88.3,69
2015,10,90,68.8,65.4,50.7,84.9,66.3
2015,11,73.4,50.8,59.3,46.2,73.8,51.4
2015,12,65.4,43,56.3,45.3,67.1,47.1
2016,1,66.4,44.9,40.8,28.1,66,49.3
2016,2,79.9,51.6,44.8,30.6,77.5,52.4
2016,3,82.4,56.6,57.4,40.4,72.3,54.1
2016,4,85.4,61.6,62.2,44.4,75.8,57.4
2016,5,92,67.8,70.6,55,71.6,58.5
2016,6,107.4,82.1,80.9,63.6,80,62.5
2016,7,108.3,86,86.3,71.1,84.4,65.7
2016,8,102.9,80.9,86.6,71.8,82.5,64.6
2016,9,97.5,75.7,79,64.6,83.2,64.1
2016,10,93.4,68.6,65.8,51.7,79.5,60.4
2016,11,77.9,56.5,56.6,42.9,76.7,54.6
2016,12,68.4,47.4,43.9,32.8,67.2,49.9
2017,1,64.1,46.1,42.7,33.3,65.4,48.7
2017,2,72.2,51.6,48.7,34.5,66.7,52.8
2017,3,83.9,57.4,46.8,31.6,76.7,54.3
2017,4,88.6,61.9,64.9,49.4,77.9,57.8
2017,5,94.5,69.1,68.2,54,75.4,58.7
2017,6,107.9,81.4,79.3,64.7,79.9,62.8
2017,7,106.2,83.8,83.7,69.8,85.7,67
2017,8,105.4,82.6,80.9,67.1,85.1,68
2017,9,99.3,76.4,77.8,63.3,84.1,66.4
2017,10,93.8,67.1,71.2,57,85,63.3
2017,11,82.9,59.5,54.1,39.1,76,56.8
2017,12,71,47.3,40,30.1,73.7,48.2
2018,1,73.9,48.5,38.6,24.7,73.1,51.4
2018,2,71.1,48.4,49.6,34.5,69.8,49
2018,3,78.8,54.9,46.4,33.9,68.5,51.6
2018,4,90.6,64.3,57.1,41.8,73.6,55.1
2018,5,96.5,70.5,75.5,58.3,72,57.9
2018,6,105.4,79.3,79.6,63.7,78.2,61.9
2018,7,107.5,85.5,84.9,70.4,88,69.6
2018,8,105,83.1,84.3,72,87.5,69.1
2018,9,103.5,80.2,76.2,65.2,81.9,64.8
2018,10,83,64.5,63.5,51.9,79.6,61.4
2018,11,75.4,52.2,49.7,39,75.5,54.6
2018,12,66.5,45,45.5,34.8,68.1,49.7
2019,1,67,45,39,26,66.6,49.3
2019,2,63.6,44.6,42.6,29.8,61.5,46.5
2019,3,76.8,54.4,48.7,34.7,69.4,52.7
2019,4,87.9,62.7,63.3,47.6,73.3,56.9
2019,5,87.8,64.6,69.9,54.4,69.9,56.7
2019,6,104,78.1,79,64.3,76,62.6
2019,7,108.2,85.1,87.1,72,83.2,65.6
2019,8,108.2,85.4,82.5,68.5,85,66
2019,9,99.5,78.7,78,62.7,85.2,67.3
2019,10,88.7,62.8,66.3,53.6,83.4,60.5
2019,11,77.8,55.1,50.6,37.1,75.1,54.7
2019,12,65.3,46.9,43.5,33.1,67.7,51.1
2020,1,68.6,45.1,45.2,33.1,70.6,51.1
2020,2,70.9,47,46.5,33.8,72.7,52.4
2020,3,74.5,54.3,55.1,40.9,68.6,54
2020,4,87.4,61.1,57.7,43,74.4,58.7
2020,5,99.7,72.7,69.2,51.4,79.3,61.7
2020,6,105,79.1,81.8,65.6,79.5,63.1
2020,7,109.8,88,87.4,72.6,81.5,62.8
2020,8,110.7,87.4,83.8,70,86.2,67.1
2020,9,104.1,79,75.5,62,86.9,65.5
2020,10,95,66.8,63.9,51.8,83.1,63
2020,11,80.5,55,59.8,46.1,73.4,52.1
2020,12,67.9,43.7,45.1,33.3,71.1,48.9
2021,1,67.9,44.7,39.7,29.8,69.6,48.4
2021,2,73,48.9,38.9,29.4,70.4,50.7
2021,3,76.6,51.7,54.1,37.5,68.7,50.2
2021,4,90,63.3,63.7,45.5,73.2,56.1
2021,5,96.2,70,71.7,54,73.1,59.5
2021,6,108.2,82.5,82.5,66,79.4,62.8
2021,7,103.6,83.7,83,69,83.3,66.5
2021,8,103.2,81.9,83.9,71.2,83.5,65.3
2021,9,100.1,78.4,76.6,64,80.3,62.2
2021,10,86.8,62.7,67.9,56.1,76.2,57
2021,11,83.3,57,52.8,39.7,74.1,54
2021,12,69.2,49.2,49.3,38.3,61.9,47
